ban1,ban2,ban3,ban4,ban5,champion,league,player,position,side,split,team,url,week,a,airdrakes,ckpm,csat10,csat15,csdat10,csdat15,cspm,d,date,dmgshare,dmgtochamps,dmgtochampsperminute,doubles,earnedgoldshare,earnedgpm,earthdrakes,elders,elementals,fb,fbaron,fbarontime,fbassist,fbtime,fbvictim,fd,fdtime,firedrakes,firstmidouter,firsttothreetowers,ft,fttime,game,gameid,gamelength,gdat10,gdat15,goldat10,goldat15,goldspent,gspd,heraldkills,invisiblewardclearrate,k,kpm,minionkills,monsterkills,monsterkillsenemyjungle,monsterkillsownjungle,okpm,oppbaronkills,oppcsat10,oppcsat15,oppdragkills,oppelders,oppelementals,oppgoldat10,oppgoldat15,oppheraldkills,opptowerkills,oppxpat10,patchno,pentas,playerid,quadras,result,teambaronkills,teamdeaths,teamdragkills,teamkills,teamtowerkills,totalgold,triples,visiblewardclearrate,visionwardbuys,visionwards,wardkills,wards,wardshare,waterdrakes,wcpm,wpm,xpat10,xpdat10
Renekton,Yuumi,Heimerdinger,Veigar,Kled,Rakan,WC,Mikyx,Support,Blue,2019-W,G2 Esports,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1061189?gameHash=3d570e4244c021a3,G,21,0,"1,584292485",1,6,-12,-20,"0,568720379",1,"43752,543368056","0,114030731",7807,"317,142857143",0,"0,147787620","223,113879485",0,0,0,1,1,"22,46485",0,"4,892916667",0,0,"15,833466667",0,0,1,1,"13,995433333",3,1061189,"24,616666667",-53,203,2510,4228,7450,"0,228037383",0,,2,"0,081245768",14,0,0,0,"0,121868653",0,13,26,0,0,0,2563,4025,1,2,3051,"9,19",0,5,0,1,1,13,2,26,10,8781,0,,14,14,14,38,"0,441860465",0,"0,568720379","1,543669601",2756,-295
Pantheon,Yasuo,Syndra,Akali,Galio,Aatrox,WC,Licorice,Top,Red,2019-W,Cloud9,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1061189?gameHash=3d570e4244c021a3,G,2,0,"1,584292485",75,111,4,-6,"7,393364929",4,"43752,543368056","0,301074953",10251,"416,425186188",0,"0,292766207","267,920920785",0,0,0,0,0,"22,46485",0,"4,892916667",0,0,"15,833466667",0,1,0,0,"13,995433333",3,1061189,"24,616666667",530,485,3965,6032,9800,"0,015424165",1,,5,"0,203114421",178,4,0,0,"0,203114421",1,71,117,2,0,0,3435,5547,0,10,4190,"9,19",0,6,0,0,0,26,0,13,2,9884,0,,4,3,4,11,"0,150684932",0,"0,162491537","0,446851726",4803,613
Pantheon,Yasuo,Syndra,Akali,Galio,Elise,WC,Blaber,Jungle,Red,2019-W,Cloud9,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1061189?gameHash=3d570e4244c021a3,G,4,0,"1,584292485",51,72,5,5,"4,427894381",6,"43752,543368056","0,235726034",8026,"326,039268788",0,"0,213530070","195,409072444",0,0,0,0,0,"22,46485",0,"4,892916667",0,0,"15,833466667",0,1,0,0,"13,995433333",3,1061189,"24,616666667",9,1447,2967,5621,7860,"0,023817187",1,,4,"0,162491537",14,95,4,74,"0,081245768",1,46,67,2,0,2,2958,4174,0,10,3273,"9,19",0,7,0,0,0,26,0,13,2,8099,0,,5,5,5,18,"0,246575342",0,"0,203114421","0,731211916",3255,-18
Pantheon,Yasuo,Syndra,Akali,Galio,Tristana,WC,Nisqy,Middle,Red,2019-W,Cloud9,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1061189?gameHash=3d570e4244c021a3,G,1,0,"1,584292485",73,107,-7,-20,"5,605958023",5,"43752,543368056","0,152431861",5190,"210,832769127",0,"0,165144978","151,130128639",0,0,0,0,0,"22,46485",0,"4,892916667",0,0,"15,833466667",0,1,0,0,"13,995433333",3,1061189,"24,616666667",-378,-1153,3297,4617,6900,"-0,283048212",1,,1,"0,040622884",130,8,0,4,"0,243737305",1,80,127,2,0,0,3675,5770,0,10,4676,"9,19",0,8,0,0,0,26,0,13,2,7009,0,,0,0,4,8,"0,109589041",0,"0,162491537","0,324983074",4480,-196
Pantheon,Yasuo,Syndra,Akali,Galio,Cassiopeia,WC,Sneaky,ADC,Red,2019-W,Cloud9,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1061189?gameHash=3d570e4244c021a3,G,4,0,"1,584292485",61,95,-18,-35,"5,930941097",7,"43752,543368056","0,154399671",5257,"213,554502370",0,"0,199280882","182,369126608",0,0,0,0,0,"22,46485",0,"4,892916667",1,0,"15,833466667",0,1,0,0,"13,995433333",3,1061189,"24,616666667",-438,-2662,3055,5010,7425,"-0,552984166",1,,0,0,142,4,0,4,"0,446851726",1,79,130,2,0,0,3493,7672,0,10,2992,"9,19",0,9,0,0,0,26,0,13,2,7778,0,,1,1,3,7,"0,095890411",0,"0,121868653","0,284360190",3410,418
Pantheon,Yasuo,Syndra,Akali,Galio,Nautilus,WC,Zeyzal,Support,Red,2019-W,Cloud9,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1061189?gameHash=3d570e4244c021a3,G,5,0,"1,584292485",13,26,12,20,"1,706161137",4,"43752,543368056","0,156367481",5324,"216,276235613",1,"0,129277864","118,306838186",0,0,0,0,0,"22,46485",0,"4,892916667",0,0,"15,833466667",0,1,0,0,"13,995433333",3,1061189,"24,616666667",53,-203,2563,4025,5925,"-0,228037383",1,,3,"0,121868653",42,0,0,0,"0,081245768",1,1,6,2,0,0,2510,4228,0,10,2756,"9,19",0,10,0,0,0,26,0,13,2,6201,0,,13,11,3,29,"0,397260274",0,"0,121868653","1,178063643",3051,295
Renekton,Yuumi,Heimerdinger,Veigar,Kled,,WC,Team,Team,Blue,2019-W,G2 Esports,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1061189?gameHash=3d570e4244c021a3,G,54,0,"1,584292485",277,447,4,36,"28,720379147",13,"43752,543368056",,68464,"2781,205145565",,,"1509,692620176",2,0,2,1,1,"22,46485",1,"4,892916667",0,1,"15,833466667",0,0,1,1,"13,995433333",3,1061189,"24,616666667",224,2086,16071,27391,47050,"0,215160075",0,"0,325581395",26,"1,056194990",566,141,12,93,"0,528097495",0,273,411,0,0,0,15847,25305,1,2,18999,"9,19",,100,,1,1,13,2,26,10,53607,,"0,652173913",31,30,34,86,1,0,"1,381178064","3,493568043",17887,-1112
Pantheon,Yasuo,Syndra,Akali,Galio,,WC,Team,Team,Red,2019-W,Cloud9,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1061189?gameHash=3d570e4244c021a3,G,16,0,"1,584292485",273,411,-4,-36,"25,064319567",26,"43752,543368056",,34048,"1383,127962085",,,"915,136086662",0,0,0,0,0,"22,46485",0,"4,892916667",1,0,"15,833466667",0,1,0,0,"13,995433333",3,1061189,"24,616666667",-224,-2086,15847,25305,37910,"-0,215160075",1,"0,133333333",13,"0,528097495",506,111,4,82,"1,056194990",1,277,447,2,0,2,16071,27391,0,10,17887,"9,19",,200,,0,0,26,0,13,2,38971,,"0,375",23,20,19,73,1,0,"0,771834800","2,965470548",18999,1112
Twisted Fate,Yuumi,Syndra,Pyke,Gangplank,Gnar,WC,Langx,Top,Blue,2019-W,Royal Never Give Up,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1061209?gameHash=51324ccec0d65336,G,7,0,"0,605226960",77,124,1,3,"9,023383769",1,"43753,318958333","0,249517049",16662,"458,376891334",0,"0,243230826","309,935625860",0,0,1,0,1,"29,088583333",0,"2,893933333",0,0,"7,786",1,1,1,0,"16,79145",4,1061209,"36,35",-20,905,3157,5765,16300,"0,279720280",1,,3,"0,082530949",293,35,8,10,"0,027510316",0,76,121,3,0,0,3177,4860,0,2,4378,"9,19",0,1,0,1,1,7,2,15,9,15991,0,,8,8,8,20,"0,116959064",0,"0,220082531","0,550206327",4351,-27
Twisted Fate,Yuumi,Syndra,Pyke,Gangplank,Rek'Sai,WC,Karsa,Jungle,Blue,2019-W,Royal Never Give Up,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1061209?gameHash=51324ccec0d65336,G,8,0,"0,605226960",57,83,5,0,"3,988995873",3,"43753,318958333","0,093475298",6242,"171,719394773",0,"0,135067402","172,108940853",0,0,1,1,1,"29,088583333",0,"2,893933333",0,0,"7,786",0,1,1,0,"16,79145",4,1061209,"36,35",117,290,3546,5323,11025,"0,169741697",1,,3,"0,082530949",20,125,19,64,"0,082530949",0,52,83,3,0,2,3429,5033,0,2,2871,"9,19",0,2,0,1,1,7,2,15,9,10981,0,,18,17,19,50,"0,292397661",1,"0,522696011","1,375515818",3432,561
Twisted Fate,Yuumi,Syndra,Pyke,Gangplank,Ryze,WC,xiaohu,Middle,Blue,2019-W,Royal Never Give Up,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1061209?gameHash=51324ccec0d65336,G,8,0,"0,605226960",97,147,16,20,"10,343878955",1,"43753,318958333","0,310076823",20706,"569,628610729",0,"0,258365070","329,220357634",0,0,0,0,1,"29,088583333",1,"2,893933333",0,0,"7,786",0,1,1,0,"16,79145",4,1061209,"36,35",414,215,3807,5625,14550,"-0,074441687",1,,4,"0,110041265",323,53,5,46,"0,082530949",0,81,127,3,0,1,3393,5410,0,2,4544,"9,19",0,3,0,1,1,7,2,15,9,16692,0,,8,8,12,19,"0,111111111",0,"0,330123796","0,522696011",4890,346
Twisted Fate,Yuumi,Syndra,Pyke,Gangplank,Xayah,WC,Uzi,ADC,Blue,2019-W,Royal Never Give Up,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1061209?gameHash=51324ccec0d65336,G,8,0,"0,605226960",93,149,9,22,"11,994497937",0,"43753,318958333","0,263024694",17564,"483,191196699",1,"0,287532492","366,386795048",0,0,0,0,1,"29,088583333",0,"2,893933333",0,0,"7,786",0,1,1,0,"16,79145",4,1061209,"36,35",93,767,3296,5498,15800,"0,310786106",1,,5,"0,137551582",369,67,8,57,0,0,84,127,3,0,0,3203,4731,0,2,3659,"9,19",0,4,0,1,1,7,2,15,9,18043,1,,10,10,23,20,"0,116959064",0,"0,632737276","0,550206327",3590,-69
Twisted Fate,Yuumi,Syndra,Pyke,Gangplank,Karma,WC,Ming,Support,Blue,2019-W,Royal Never Give Up,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1061209?gameHash=51324ccec0d65336,G,13,0,"0,605226960",1,4,-1,-2,"0,385144429",2,"43753,318958333","0,083906135",5603,"154,140302613",0,"0,075804209","96,593122421",0,0,0,0,1,"29,088583333",0,"2,893933333",0,0,"7,786",0,1,1,0,"16,79145",4,1061209,"36,35",-402,-329,1843,2970,8075,"0,094003241",1,,0,0,14,0,0,0,0,0,2,6,3,0,0,2245,3299,0,2,2859,"9,19",0,5,0,1,1,7,2,15,9,8236,0,,27,25,13,62,"0,362573099",0,"0,357634113","1,705639615",2379,-480
Pantheon,Gragas,Qiyana,Renekton,Vladimir,Shen,WC,Bwipo,Top,Red,2019-W,Fnatic,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1061209?gameHash=51324ccec0d65336,G,3,0,"0,605226960",76,121,-1,-3,"7,840440165",4,"43753,318958333","0,110805421",6001,"165,089408528",0,"0,207258807","209,412929849",0,0,0,0,0,"29,088583333",0,"2,893933333",0,0,"7,786",0,0,0,1,"16,79145",4,1061209,"36,35",20,-905,3177,4860,12300,"-0,279720280",0,,1,"0,027510316",276,9,0,5,"0,082530949",1,77,124,2,0,1,3157,5765,1,9,4351,"9,19",0,6,0,0,0,15,3,7,2,12337,0,,10,9,8,21,"0,156716418",0,"0,220082531","0,577716644",4378,27
Pantheon,Gragas,Qiyana,Renekton,Vladimir,Lee Sin,WC,Broxah,Jungle,Red,2019-W,Fnatic,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1061209?gameHash=51324ccec0d65336,G,2,0,"0,605226960",52,83,-5,0,"4,456671252",1,"43753,318958333","0,116991026",6336,"174,305364512",0,"0,176355785","178,188720770",1,0,2,0,0,"29,088583333",0,"2,893933333",0,1,"7,786",0,0,0,1,"16,79145",4,1061209,"36,35",-117,-290,3429,5033,9300,"-0,169741697",0,,3,"0,082530949",32,130,5,92,"0,082530949",1,57,83,2,0,1,3546,5323,1,9,3432,"9,19",0,7,0,0,0,15,3,7,2,11202,0,,15,13,15,26,"0,194029851",1,"0,412654746","0,715268226",2871,-561
Pantheon,Gragas,Qiyana,Renekton,Vladimir,Kayle,WC,Nemesis,Middle,Red,2019-W,Fnatic,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1061209?gameHash=51324ccec0d65336,G,2,0,"0,605226960",81,127,-16,-20,"9,958734525",2,"43753,318958333","0,461409210",24989,"687,455295736",1,"0,316222589","319,509215956",0,0,1,0,0,"29,088583333",0,"2,893933333",1,0,"7,786",0,0,0,1,"16,79145",4,1061209,"36,35",-414,-215,3393,5410,15675,"0,074441687",0,,3,"0,082530949",328,34,0,24,"0,110041265",1,97,147,2,0,0,3807,5625,1,9,4890,"9,19",0,8,0,0,0,15,3,7,2,16339,0,,5,5,15,14,"0,104477612",1,"0,412654746","0,385144429",4544,-346
Pantheon,Gragas,Qiyana,Renekton,Vladimir,Morgana,WC,Rekkles,ADC,Red,2019-W,Fnatic,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1061209?gameHash=51324ccec0d65336,G,5,0,"0,605226960",84,127,-9,-22,"8,775790922",2,"43753,318958333","0,233095757",12624,"347,290233838",0,"0,215481461","217,721045392",0,0,0,0,0,"29,088583333",0,"2,893933333",0,0,"7,786",0,0,0,1,"16,79145",4,1061209,"36,35",-93,-767,3203,4731,11550,"-0,310786106",0,,0,0,315,4,0,0,"0,137551582",1,93,149,2,0,0,3296,5498,1,9,3590,"9,19",0,9,0,0,0,15,3,7,2,12639,0,,6,6,16,14,"0,104477612",0,"0,440165062","0,385144429",3659,69
Pantheon,Gragas,Qiyana,Renekton,Vladimir,Blitzcrank,WC,Hylissang,Support,Red,2019-W,Fnatic,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1061209?gameHash=51324ccec0d65336,G,2,0,"0,605226960",2,6,1,2,"0,825309491",6,"43753,318958333","0,077698586",4208,"115,763411279",0,"0,084681359","85,561485557",0,0,0,0,0,"29,088583333",0,"2,893933333",0,0,"7,786",0,0,0,1,"16,79145",4,1061209,"36,35",402,329,2245,3299,7350,"-0,094003241",0,,0,0,30,0,0,0,0,1,1,4,2,0,0,1843,2970,1,9,2379,"9,19",0,10,0,0,0,15,3,7,2,7835,0,,20,19,28,59,"0,440298507",0,"0,770288858","1,623108666",2859,480
Twisted Fate,Yuumi,Syndra,Pyke,Gangplank,,WC,Team,Team,Blue,2019-W,Royal Never Give Up,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1061209?gameHash=51324ccec0d65336,G,44,0,"0,605226960",325,507,30,43,"35,735900963",7,"43753,318958333",,66777,"1837,056396149",,,"1274,244841816",0,0,2,1,1,"29,088583333",1,"2,893933333",0,0,"7,786",1,1,1,0,"16,79145",4,1061209,"36,35",202,1848,15649,25181,65750,"0,157063769",1,"0,480519481",15,"0,412654746",1019,280,40,177,"0,192572215",0,295,464,3,0,3,15447,23333,0,2,18311,"9,19",,100,,1,1,7,2,15,9,69943,,"0,666666667",71,68,75,171,1,1,"2,063273728","4,704264099",18642,331
Pantheon,Gragas,Qiyana,Renekton,Vladimir,,WC,Team,Team,Red,2019-W,Fnatic,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1061209?gameHash=51324ccec0d65336,G,14,0,"0,605226960",295,464,-30,-43,"31,856946355",15,"43753,318958333",,54158,"1489,903713893",,,"1010,393397524",1,0,3,0,0,"29,088583333",0,"2,893933333",1,1,"7,786",0,0,0,1,"16,79145",4,1061209,"36,35",-202,-1848,15447,23333,56175,"-0,157063769",0,"0,355932203",7,"0,192572215",981,177,5,121,"0,412654746",1,325,507,2,0,2,15649,25181,1,9,18642,"9,19",,200,,0,0,15,3,7,2,60352,,"0,525",56,52,82,134,1,2,"2,255845942","3,686382393",18311,-331
Renekton,Kayle,Morgana,Ryze,Kai'Sa,Vladimir,WC,Huni,Top,Blue,2019-W,Clutch Gaming,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1061221?gameHash=165cb115355edf61,G,0,0,"0,687898089",68,103,-14,-7,"7,261146497",6,"43753,366817130","0,364640214",9015,"344,522292994",0,"0,225702811","167,526114650",0,0,0,0,0,"20,83915",0,"5,02365",0,0,"7,650833333",0,0,0,0,"14,36495",4,1061221,"26,166666667",-140,-1694,3214,4564,7850,"-0,316353887",0,,0,0,185,5,0,5,"0,267515924",1,82,110,4,0,0,3354,6258,1,10,4866,"9,19",0,1,0,0,0,16,0,2,0,7862,0,,6,5,6,11,"0,130952381",0,"0,229299363","0,420382166",3762,-1104
Renekton,Kayle,Morgana,Ryze,Kai'Sa,Sejuani,WC,Lira,Jungle,Blue,2019-W,Clutch Gaming,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1061221?gameHash=165cb115355edf61,G,1,0,"0,687898089",59,94,0,2,"4,738853503",2,"43753,366817130","0,076487481",1891,"72,267515924",0,"0,191978169","142,494267516",0,0,0,0,0,"20,83915",0,"5,02365",1,0,"7,650833333",0,0,0,0,"14,36495",4,1061221,"26,166666667",-33,50,3120,4904,6825,"-0,221498371",0,,1,"0,038216561",31,93,0,75,"0,038216561",1,59,92,4,0,4,3153,4854,1,10,3495,"9,19",0,2,0,0,0,16,0,2,0,7207,0,,11,10,17,11,"0,130952381",0,"0,649681529","0,420382166",3354,-141
Renekton,Kayle,Morgana,Ryze,Kai'Sa,Qiyana,WC,Damonte,Middle,Blue,2019-W,Clutch Gaming,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1061221?gameHash=165cb115355edf61,G,1,0,"0,687898089",91,113,-1,-40,"7,070063694",3,"43753,366817130","0,248432634",6142,"234,726114650",0,"0,209432602","155,449681529",0,0,0,0,0,"20,83915",0,"5,02365",0,0,"7,650833333",0,0,0,0,"14,36495",4,1061221,"26,166666667",-692,-2973,3328,4408,7650,"-0,438775510",0,,0,0,185,0,0,0,"0,267515924",1,92,153,4,0,0,4020,7381,1,10,4594,"9,19",0,3,0,0,0,16,0,2,0,7546,0,,6,3,3,11,"0,130952381",0,"0,114649682","0,420382166",4707,113
Renekton,Kayle,Morgana,Ryze,Kai'Sa,Xayah,WC,Cody Sun,ADC,Blue,2019-W,Clutch Gaming,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1061221?gameHash=165cb115355edf61,G,2,0,"0,687898089",90,137,1,-18,"9,095541401",3,"43753,366817130","0,156008575",3857,"147,401273885",0,"0,283523839","210,443312102",0,0,0,0,0,"20,83915",0,"5,02365",0,0,"7,650833333",0,0,0,0,"14,36495",4,1061221,"26,166666667",-285,-963,3244,4999,9050,"-0,131612903",0,,0,0,232,6,0,5,"0,038216561",1,89,155,4,0,0,3529,5962,1,10,3585,"9,19",0,4,0,0,0,16,0,2,0,8985,0,,5,4,6,10,"0,119047619",0,"0,229299363","0,382165605",3381,-204
Renekton,Kayle,Morgana,Ryze,Kai'Sa,Rakan,WC,Vulcan,Support,Blue,2019-W,Clutch Gaming,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1061221?gameHash=165cb115355edf61,G,1,0,"0,687898089",3,6,0,1,"0,611464968",2,"43753,366817130","0,154431097",3818,"145,910828025",0,"0,089362579","66,328662420",0,0,0,0,0,"20,83915",0,"5,02365",0,0,"7,650833333",0,0,0,0,"14,36495",4,1061221,"26,166666667",-253,-325,1979,2882,4825,"-0,055415617",0,,1,"0,038216561",16,0,0,0,0,1,3,5,4,0,0,2232,3207,1,10,3041,"9,19",0,5,0,0,0,16,0,2,0,5214,0,,18,18,12,41,"0,488095238",0,"0,458598726","1,566878981",2823,-218
Pantheon,Rumble,Elise,Taliyah,Skarner,Aatrox,WC,Khan,Top,Red,2019-W,SK Telecom T1,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1061221?gameHash=165cb115355edf61,G,1,0,"0,687898089",82,110,14,7,"7,681528662",0,"43753,366817130","0,283253681",11676,"446,216560510",2,"0,232653061","324,137579618",0,0,0,0,1,"20,83915",0,"5,02365",0,0,"7,650833333",0,1,1,1,"14,36495",4,1061221,"26,166666667",140,1694,3354,6258,10800,"0,316353887",1,,7,"0,267515924",189,12,5,4,0,0,68,103,0,0,0,3214,4564,0,0,3762,"9,19",0,6,0,1,1,2,4,16,10,11960,1,,10,10,5,18,"0,171428571",0,"0,191082803","0,687898089",4866,1104
Pantheon,Rumble,Elise,Taliyah,Skarner,Lee Sin,WC,Clid,Jungle,Red,2019-W,SK Telecom T1,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1061221?gameHash=165cb115355edf61,G,6,1,"0,687898089",59,92,0,-2,"6,687898089",0,"43753,366817130","0,129691177",5346,"204,305732484",0,"0,176859776","246,405095541",0,0,4,0,1,"20,83915",0,"5,02365",0,1,"7,650833333",3,1,1,1,"14,36495",4,1061221,"26,166666667",33,-50,3153,4854,8525,"0,221498371",1,,1,"0,038216561",23,152,19,86,"0,038216561",0,59,94,0,0,0,3120,4904,0,0,3354,"9,19",0,7,0,1,1,2,4,16,10,9926,0,,10,9,8,17,"0,161904762",0,"0,305732484","0,649681529",3495,141
Pantheon,Rumble,Elise,Taliyah,Skarner,Akali,WC,Faker,Middle,Red,2019-W,SK Telecom T1,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1061221?gameHash=165cb115355edf61,G,1,0,"0,687898089",92,153,1,40,"10,853503185",0,"43753,366817130","0,348269086",14356,"548,636942675",1,"0,284414088","396,252229299",0,0,0,1,1,"20,83915",0,"5,02365",0,0,"7,650833333",0,1,1,1,"14,36495",4,1061221,"26,166666667",692,2973,4020,7381,11950,"0,438775510",1,,7,"0,267515924",264,20,12,1,0,0,91,113,0,0,0,3328,4408,0,0,4707,"9,19",0,8,0,1,1,2,4,16,10,13847,0,,4,4,4,12,"0,114285714",0,"0,152866242","0,458598726",4594,-113
Pantheon,Rumble,Elise,Taliyah,Skarner,Yasuo,WC,Teddy,ADC,Red,2019-W,SK Telecom T1,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1061221?gameHash=165cb115355edf61,G,7,0,"0,687898089",89,155,-1,18,"10,853503185",0,"43753,366817130","0,137187356",5655,"216,114649682",0,"0,225877770","314,698089172",0,0,0,0,1,"20,83915",1,"5,02365",0,0,"7,650833333",0,1,1,1,"14,36495",4,1061221,"26,166666667",285,963,3529,5962,10325,"0,131612903",1,,1,"0,038216561",256,28,4,17,0,0,90,137,0,0,0,3244,4999,0,0,3381,"9,19",0,9,0,1,1,2,4,16,10,11713,0,,9,9,6,16,"0,152380952",0,"0,229299363","0,611464968",3585,204
Pantheon,Rumble,Elise,Taliyah,Skarner,Gragas,WC,Effort,Support,Red,2019-W,SK Telecom T1,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1061221?gameHash=165cb115355edf61,G,5,0,"0,687898089",3,5,0,-1,"0,458598726",2,"43753,366817130","0,101598700",4188,"160,050955414",0,"0,080195304","111,729936306",0,0,0,0,1,"20,83915",1,"5,02365",0,0,"7,650833333",0,1,1,1,"14,36495",4,1061221,"26,166666667",253,325,2232,3207,5100,"0,055415617",1,,0,0,12,0,0,0,"0,038216561",0,3,6,0,0,0,1979,2882,0,0,2823,"9,19",0,10,0,1,1,2,4,16,10,6402,0,,14,14,9,42,"0,4",0,"0,343949045","1,605095541",3041,218
Renekton,Kayle,Morgana,Ryze,Kai'Sa,,WC,Team,Team,Blue,2019-W,Clutch Gaming,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1061221?gameHash=165cb115355edf61,G,5,0,"0,687898089",311,453,-14,-62,"28,777070064",16,"43753,366817130",,24723,"944,828025478",,,"742,242038217",0,0,0,0,0,"20,83915",0,"5,02365",1,0,"7,650833333",0,0,0,0,"14,36495",4,1061221,"26,166666667",-1403,-5905,14885,21757,36200,"-0,253317250",0,"0,406779661",2,"0,076433121",649,104,0,85,"0,611464968",1,325,515,4,0,4,16288,27662,1,10,19581,"9,19",,100,,0,0,16,0,2,0,36814,,"0,434782609",46,40,44,84,1,0,"1,681528662","3,210191083",18027,-1554
Pantheon,Rumble,Elise,Taliyah,Skarner,,WC,Team,Team,Red,2019-W,SK Telecom T1,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1061221?gameHash=165cb115355edf61,G,20,1,"0,687898089",325,515,14,62,"36,535031847",2,"43753,366817130",,41221,"1575,324840764",,,"1393,222929936",0,0,4,1,1,"20,83915",1,"5,02365",0,1,"7,650833333",3,1,1,1,"14,36495",4,1061221,"26,166666667",1403,5905,16288,27662,46700,"0,253317250",1,"0,261904762",16,"0,611464968",744,212,40,108,"0,076433121",0,311,453,0,0,0,14885,21757,0,0,18027,"9,19",,200,,1,1,2,4,16,10,53848,,"0,5",47,46,32,105,1,0,"1,222929936","4,012738854",19581,1554
Akali,Kayle,Vladimir,Yasuo,Elise,Sion,WC,Vizicsacsi,Top,Blue,2019-W,Splyce,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1071398?gameHash=2ab5e44ad86e84f0,G,2,0,"0,469973890",79,130,13,15,"6,825811264",2,"43753,442673611","0,126683340",7902,"176,844461022",0,"0,187576052","193,744722119",0,0,0,0,0,"23,699683333",0,"4,098366667",0,0,"8,175916667",0,1,1,1,"14,39645",4,1071398,"44,683333333",-19,45,3072,4936,13750,"-0,361046546",1,,0,0,299,6,0,1,"0,067139127",3,66,115,6,0,0,3091,4891,0,11,3839,"9,19",0,1,0,0,0,16,0,5,4,14402,0,,12,12,7,28,"0,195804196",0,"0,156657963","0,626631854",4294,455
Akali,Kayle,Vladimir,Yasuo,Elise,Karthus,WC,Xerxe,Jungle,Blue,2019-W,Splyce,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1071398?gameHash=2ab5e44ad86e84f0,G,3,0,"0,469973890",69,100,18,28,"5,706825811",1,"43753,442673611","0,242593305",15132,"338,649757553",0,"0,169700647","175,281462141",0,0,0,0,0,"23,699683333",0,"4,098366667",0,0,"8,175916667",0,1,1,1,"14,39645",4,1071398,"44,683333333",393,919,3385,5112,13400,"0,091707317",1,,1,"0,022379709",80,175,6,128,0,3,51,72,6,0,3,2992,4193,0,11,2993,"9,19",0,2,0,0,0,16,0,5,4,13577,0,,6,6,17,7,"0,048951049",0,"0,380455054","0,156657963",3734,741
Akali,Kayle,Vladimir,Yasuo,Elise,Syndra,WC,Humanoid,Middle,Blue,2019-W,Splyce,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1071398?gameHash=2ab5e44ad86e84f0,G,3,0,"0,469973890",96,158,6,17,"9,511376352",5,"43753,442673611","0,292372066",18237,"408,138754196",0,"0,233250420","240,921148825",0,0,0,0,0,"23,699683333",0,"4,098366667",0,0,"8,175916667",0,1,1,1,"14,39645",4,1071398,"44,683333333",114,544,3397,5513,15675,"-0,178649237",1,,0,0,389,36,0,36,"0,134278254",3,90,141,6,0,0,3283,4969,0,11,4909,"9,19",0,3,0,0,0,16,0,5,4,16510,0,,7,6,12,22,"0,153846154",0,"0,268556509","0,492353599",4967,58
