ban1,ban2,ban3,ban4,ban5,champion,league,player,position,side,split,team,url,week,a,airdrakes,ckpm,csat10,csat15,csdat10,csdat15,cspm,d,date,dmgshare,dmgtochamps,dmgtochampsperminute,doubles,earnedgoldshare,earnedgpm,earthdrakes,elders,elementals,fb,fbaron,fbarontime,fbassist,fbtime,fbvictim,fd,fdtime,firedrakes,firstmidouter,firsttothreetowers,ft,fttime,game,gameid,gamelength,gdat10,gdat15,goldat10,goldat15,goldspent,gspd,heraldkills,invisiblewardclearrate,k,kpm,minionkills,monsterkills,monsterkillsenemyjungle,monsterkillsownjungle,okpm,oppbaronkills,oppcsat10,oppcsat15,oppdragkills,oppelders,oppelementals,oppgoldat10,oppgoldat15,oppheraldkills,opptowerkills,oppxpat10,patchno,pentas,playerid,quadras,result,teambaronkills,teamdeaths,teamdragkills,teamkills,teamtowerkills,totalgold,triples,visiblewardclearrate,visionwardbuys,visionwards,wardkills,wards,wardshare,waterdrakes,wcpm,wpm,xpat10,xpdat10
Pantheon,Vladimir,Rakan,Xayah,Lucian,Alistar,WC,Edward,Support,Red,2019-W,Unicorns of Love,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070349?gameHash=17abccc071825cfb&tab=overview,PI-RR,3,0,"0,691796009",13,24,-3,1,"1,623059867",4,"43740,329710648","0,054055087",2828,"75,246119734",0,"0,081180627","77,646119734",0,0,0,0,0,"27,446516667",0,"3,360983333",0,0,"8,318133333",0,0,0,0,"17,613883333",1,1070349,"37,583333333",-17,98,2010,3135,7225,"-0,182389937",0,,0,0,61,0,0,0,0,1,16,23,4,0,0,2027,3037,1,9,2580,"9,19",0,10,0,0,0,18,0,8,2,7794,0,,13,13,8,54,"0,402985075",0,"0,212860310","1,436807095",2824,244
Qiyana,Kayle,Morgana,Thresh,Pyke,,WC,Team,Team,Blue,2019-W,Mammoth,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070349?gameHash=17abccc071825cfb&tab=overview,PI-RR,51,0,"0,691796009",337,534,25,38,"32,541019956",8,"43740,329710648",,72107,"1918,589800443",,,"1189,090909091",1,0,4,0,1,"27,446516667",0,"3,360983333",1,1,"8,318133333",1,1,1,1,"17,613883333",1,1070349,"37,583333333",-49,-244,15282,23879,60483,"0,035762069",1,"0,432432432",18,"0,478935698",990,233,13,158,"0,212860310",0,312,496,0,0,0,15331,24123,0,2,17943,"9,19",,100,,1,1,8,4,18,9,69069,,"0,710526316",53,50,78,115,1,2,"2,075388027","3,059866962",18055,112
Pantheon,Vladimir,Rakan,Xayah,Lucian,,WC,Team,Team,Red,2019-W,Unicorns of Love,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070349?gameHash=17abccc071825cfb&tab=overview,PI-RR,12,0,"0,691796009",312,496,-25,-38,"31,263858093",18,"43740,329710648",,52317,"1392,026607539",,,"956,461197339",0,0,0,1,0,"27,446516667",1,"3,360983333",0,0,"8,318133333",0,0,0,0,"17,613883333",1,1070349,"37,583333333",49,244,15331,24123,58358,"-0,035762069",0,"0,333333333",8,"0,212860310",984,191,14,147,"0,478935698",1,337,534,4,0,4,15282,23879,1,9,18055,"9,19",,200,,0,0,18,0,8,2,60326,,"0,655172414",36,32,57,134,1,0,"1,516629712","3,565410200",17943,-112
Irelia,Yasuo,Lucian,Gangplank,Qiyana,Kayle,WC,Evi,Top,Blue,2019-W,DetonatioN FocusMe,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070359?gameHash=5cb1717cab3a1060&tab=overview,PI-RR,2,0,"0,709159983",81,135,-9,-17,"8,535246940",3,"43740,374039352","0,318637080",23033,"583,360067539",0,"0,264648416","260,860447446",0,0,0,0,0,"36,548916667",0,"8,233016667",0,0,"10,078783333",0,1,0,0,"16,119783333",1,1070359,"39,483333333",23,-213,3337,5097,15075,"0,169064748",1,,2,"0,050654285",305,32,8,16,0,1,90,152,4,0,0,3314,5310,0,9,4669,"9,19",0,1,0,0,0,16,1,12,3,15408,0,,6,6,16,17,"0,105590062",0,"0,405234276","0,430561418",4728,59
Irelia,Yasuo,Lucian,Gangplank,Qiyana,Ekko,WC,Steal,Jungle,Blue,2019-W,DetonatioN FocusMe,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070359?gameHash=5cb1717cab3a1060&tab=overview,PI-RR,6,0,"0,709159983",59,95,0,5,"4,786829886",5,"43740,374039352","0,217234319",15703,"397,712114816",0,"0,152027586","149,851582946",0,0,0,0,0,"36,548916667",0,"8,233016667",1,0,"10,078783333",0,1,0,0,"16,119783333",1,1070359,"39,483333333",-516,-509,3075,4719,10910,"-0,080492633",1,,1,"0,025327142",44,145,8,117,"0,075981427",1,59,90,4,0,1,3591,5228,0,9,3329,"9,19",0,2,0,0,0,16,1,12,3,11025,0,,17,15,17,46,"0,285714286",0,"0,430561418","1,165048544",3139,-190
Irelia,Yasuo,Lucian,Gangplank,Qiyana,Karma,WC,Ceros,Middle,Blue,2019-W,DetonatioN FocusMe,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070359?gameHash=5cb1717cab3a1060&tab=overview,PI-RR,6,0,"0,709159983",88,135,-6,-12,"6,509075559",2,"43740,374039352","0,165453891",11960,"302,912621359",0,"0,187024066","184,347150696",0,0,0,0,0,"36,548916667",0,"8,233016667",0,0,"10,078783333",0,1,0,0,"16,119783333",1,1070359,"39,483333333",-86,95,3274,5255,11885,"-0,270329271",1,,3,"0,075981427",247,10,0,10,"0,126635711",1,94,147,4,0,3,3360,5160,0,9,4781,"9,19",0,3,0,0,0,16,1,12,3,12387,0,,17,13,6,25,"0,155279503",0,"0,151962854","0,633178556",4815,34
Irelia,Yasuo,Lucian,Gangplank,Qiyana,Xayah,WC,Yutapon,ADC,Blue,2019-W,DetonatioN FocusMe,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070359?gameHash=5cb1717cab3a1060&tab=overview,PI-RR,2,0,"0,709159983",97,143,4,-5,"9,371042634",3,"43740,374039352","0,212973467",15395,"389,911355002",1,"0,277650045","273,675981427",1,0,1,0,0,"36,548916667",0,"8,233016667",0,0,"10,078783333",0,1,0,0,"16,119783333",1,1070359,"39,483333333",-265,-739,3463,5081,14750,"-0,190628067",1,,5,"0,126635711",331,39,0,29,"0,202617138",1,93,148,4,0,0,3728,5820,0,9,3598,"9,19",0,4,0,0,0,16,1,12,3,15914,0,,2,2,15,10,"0,062111801",0,"0,379907134","0,253271423",3613,15
Irelia,Yasuo,Lucian,Gangplank,Qiyana,Rakan,WC,Gaeng,Support,Blue,2019-W,DetonatioN FocusMe,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070359?gameHash=5cb1717cab3a1060&tab=overview,PI-RR,8,0,"0,709159983",3,6,-12,-24,"0,481215703",3,"43740,374039352","0,085701242",6195,"156,901646264",0,"0,118649886","116,951625158",0,0,0,0,0,"36,548916667",0,"8,233016667",0,0,"10,078783333",0,1,0,0,"16,119783333",1,1070359,"39,483333333",42,221,2113,3462,9375,"0,061005771",1,,1,"0,025327142",19,0,0,0,0,1,15,30,4,0,0,2071,3241,0,9,2921,"9,19",0,5,0,0,0,16,1,12,3,9726,0,,19,17,18,63,"0,391304348",0,"0,455888561","1,595609962",2779,-142
Pantheon,Heimerdinger,Thresh,Nocturne,Skarner,Gnar,WC,Buggax,Top,Red,2019-W,Isurus Gaming,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070359?gameHash=5cb1717cab3a1060&tab=overview,PI-RR,6,0,"0,709159983",90,152,9,17,"7,927395526",2,"43740,374039352","0,130711331",9638,"244,102997045",0,"0,187389552","234,621528071",0,0,0,0,1,"36,548916667",0,"8,233016667",0,0,"10,078783333",0,0,1,1,"16,119783333",1,1070359,"39,483333333",-23,213,3314,5310,12725,"-0,169064748",0,,0,0,289,24,0,12,"0,050654285",0,81,135,1,0,0,3337,5097,1,3,4728,"9,19",0,6,0,1,1,12,4,16,9,14372,0,,5,4,12,14,"0,083832335",0,"0,303925707","0,354579992",4669,-59
Pantheon,Heimerdinger,Thresh,Nocturne,Skarner,Gragas,WC,Oddie,Jungle,Red,2019-W,Isurus Gaming,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070359?gameHash=5cb1717cab3a1060&tab=overview,PI-RR,7,0,"0,709159983",59,90,0,-5,"5,141409878",2,"43740,374039352","0,175954431",12974,"328,594343605",0,"0,157633427","197,365301815",0,0,1,1,1,"36,548916667",0,"8,233016667",0,1,"10,078783333",0,0,1,1,"16,119783333",1,1070359,"39,483333333",516,509,3591,5228,11825,"0,080492633",0,,3,"0,075981427",46,157,0,108,"0,025327142",0,59,95,1,0,0,3075,4719,1,3,3139,"9,19",0,7,0,1,1,12,4,16,9,12901,0,,9,9,22,40,"0,239520958",1,"0,557197130","1,013085690",3329,190
Pantheon,Heimerdinger,Thresh,Nocturne,Skarner,Ryze,WC,Seiya,Middle,Red,2019-W,Isurus Gaming,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070359?gameHash=5cb1717cab3a1060&tab=overview,PI-RR,5,1,"0,709159983",94,147,6,12,"10,004221190",3,"43740,374039352","0,179792500",13257,"335,761924863",1,"0,258128621","323,190544534",0,0,3,0,1,"36,548916667",0,"8,233016667",0,0,"10,078783333",0,0,1,1,"16,119783333",1,1070359,"39,483333333",86,-95,3360,5160,15600,"0,270329271",0,,5,"0,126635711",344,51,3,29,"0,075981427",0,88,135,1,0,0,3274,5255,1,3,4815,"9,19",0,8,0,1,1,12,4,16,9,17869,0,,8,8,13,21,"0,125748503",2,"0,329252849","0,531869987",4781,-34
Pantheon,Heimerdinger,Thresh,Nocturne,Skarner,Ezreal,WC,Warangelus,ADC,Red,2019-W,Isurus Gaming,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070359?gameHash=5cb1717cab3a1060&tab=overview,PI-RR,6,0,"0,709159983",93,148,-4,5,"10,434782609",2,"43740,374039352","0,470658439",34704,"878,953144787",1,"0,297857397","372,933051921",0,0,0,0,1,"36,548916667",0,"8,233016667",0,0,"10,078783333",0,0,1,1,"16,119783333",1,1070359,"39,483333333",265,739,3728,5820,17858,"0,190628067",0,,8,"0,202617138",379,33,4,26,"0,126635711",0,97,143,1,0,1,3463,5081,1,3,3613,"9,19",0,9,0,1,1,12,4,16,9,19833,0,,8,8,21,14,"0,083832335",0,"0,531869987","0,354579992",3598,-15
Pantheon,Heimerdinger,Thresh,Nocturne,Skarner,Leona,WC,Slow,Support,Red,2019-W,Isurus Gaming,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070359?gameHash=5cb1717cab3a1060&tab=overview,PI-RR,10,0,"0,709159983",15,30,12,24,"2,355424230",3,"43740,374039352","0,042883298",3162,"80,084423808",0,"0,098991002","123,941916420",0,0,0,0,1,"36,548916667",0,"8,233016667",0,0,"10,078783333",0,0,1,1,"16,119783333",1,1070359,"39,483333333",-42,-221,2071,3241,8820,"-0,061005771",0,,0,0,93,0,0,0,"0,025327142",0,3,6,1,0,0,2113,3462,1,3,2779,"9,19",0,10,0,1,1,12,4,16,9,10002,0,,24,24,27,78,"0,467065868",0,"0,683832841","1,975517096",2921,142
Irelia,Yasuo,Lucian,Gangplank,Qiyana,,WC,Team,Team,Blue,2019-W,DetonatioN FocusMe,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070359?gameHash=5cb1717cab3a1060&tab=overview,PI-RR,24,0,"0,709159983",328,514,-23,-53,"29,683410722",16,"43740,374039352",,72286,"1830,797804981",,,"985,686787674",1,0,1,0,0,"36,548916667",0,"8,233016667",1,0,"10,078783333",0,1,0,0,"16,119783333",1,1070359,"39,483333333",-802,-1145,15262,23614,61995,"-0,075033185",1,"0,260869565",12,"0,303925707",946,226,16,172,"0,405234276",1,351,567,4,0,4,16064,24759,0,9,19298,"9,19",,100,,0,0,16,1,12,3,64460,,"0,597014925",61,53,72,161,1,0,"1,823554242","4,077669903",19074,-224
Pantheon,Heimerdinger,Thresh,Nocturne,Skarner,,WC,Team,Team,Red,2019-W,Isurus Gaming,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070359?gameHash=5cb1717cab3a1060&tab=overview,PI-RR,34,1,"0,709159983",351,567,23,53,"35,863233432",12,"43740,374039352",,73735,"1867,496834107",,,"1252,052342761",0,0,4,1,1,"36,548916667",0,"8,233016667",0,1,"10,078783333",0,0,1,1,"16,119783333",1,1070359,"39,483333333",802,1145,16064,24759,66828,"0,075033185",0,"0,518987342",16,"0,405234276",1151,265,7,175,"0,303925707",0,328,514,1,0,1,15262,23614,1,3,19074,"9,19",,200,,1,1,12,4,16,9,74977,,"0,625",54,53,95,167,1,3,"2,406078514","4,229632756",19298,224
Qiyana,Rumble,Xayah,Irelia,Renekton,Karma,WC,Fudge,Top,Blue,2019-W,Mammoth,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070365?gameHash=c7d59d179222dd71&tab=overview,PI-RR,1,0,"0,307560871",65,115,-20,-16,"6,868859462",3,"43740,419594907","0,161858912",4169,"106,851772747",0,"0,205092236","182,710636480",0,0,0,1,0,"24,296316667",0,"4,11615",0,0,"9,144633333",0,0,0,0,"12,672166667",1,1070365,"39,016666667",-348,-594,3246,4953,11950,"-0,315418502",0,,1,"0,025630073",261,7,0,3,"0,076890218",1,85,131,5,0,0,3594,5547,1,10,4678,"9,19",0,1,0,0,1,10,1,2,1,12180,0,,8,6,1,19,"0,146153846",0,"0,025630073","0,486971380",4145,-533
Qiyana,Rumble,Xayah,Irelia,Renekton,Nocturne,WC,Babip,Jungle,Blue,2019-W,Mammoth,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070365?gameHash=c7d59d179222dd71&tab=overview,PI-RR,0,0,"0,307560871",54,77,-10,-27,"4,331482273",4,"43740,419594907","0,133361805",3435,"88,039299445",0,"0,138950712","123,787099530",0,0,1,0,0,"24,296316667",0,"4,11615",0,0,"9,144633333",1,0,0,0,"12,672166667",1,1070365,"39,016666667",-488,-1636,2939,4189,8875,"-0,352668213",0,,0,0,29,140,0,116,"0,128150363",1,64,104,5,1,4,3427,5825,1,10,3207,"9,19",0,2,0,0,1,10,1,2,1,9881,0,,12,11,21,13,"0,1",0,"0,538231525","0,333190944",3064,-143
Qiyana,Rumble,Xayah,Irelia,Renekton,Azir,WC,Triple,Middle,Blue,2019-W,Mammoth,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070365?gameHash=c7d59d179222dd71&tab=overview,PI-RR,0,0,"0,307560871",91,146,-11,-19,"9,713797522",1,"43740,419594907","0,366657608",9444,"242,050405809",0,"0,270917293","241,352242631",0,0,0,0,0,"24,296316667",0,"4,11615",0,0,"9,144633333",0,0,0,0,"12,672166667",1,1070365,"39,016666667",-173,-504,3316,5047,13675,"-0,064401982",0,,1,"0,025630073",354,25,0,21,"0,025630073",1,102,165,5,0,0,3489,5551,1,10,4738,"9,19",0,3,0,0,1,10,1,2,1,14468,0,,11,9,16,16,"0,123076923",0,"0,410081162","0,410081162",4825,87
Qiyana,Rumble,Xayah,Irelia,Renekton,Kai'Sa,WC,k1ng,ADC,Blue,2019-W,Mammoth,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070365?gameHash=c7d59d179222dd71&tab=overview,PI-RR,0,0,"0,307560871",93,145,17,29,"10,431439556",1,"43740,419594907","0,245797259",6331,"162,263989748",0,"0,298766356","266,162152926",0,0,0,0,0,"24,296316667",0,"4,11615",0,0,"9,144633333",0,0,0,0,"12,672166667",1,1070365,"39,016666667",320,23,3372,5023,14325,"-0,041025641",0,,0,0,379,28,0,20,"0,025630073",1,76,116,5,0,0,3052,5000,1,10,3237,"9,19",0,4,0,0,1,10,1,2,1,15436,0,,3,3,19,10,"0,076923077",0,"0,486971380","0,256300726",3333,96
Qiyana,Rumble,Xayah,Irelia,Renekton,Nautilus,WC,Destiny,Support,Blue,2019-W,Mammoth,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070365?gameHash=c7d59d179222dd71&tab=overview,PI-RR,1,0,"0,307560871",16,24,15,23,"1,640324648",1,"43740,419594907","0,092324417",2378,"60,948312687",0,"0,086273404","76,858436566",0,0,0,0,0,"24,296316667",0,"4,11615",0,0,"9,144633333",0,0,0,0,"12,672166667",1,1070365,"39,016666667",130,-208,2088,2999,7575,"-0,182908546",0,,0,0,64,0,0,0,0,1,1,1,5,0,0,1958,3207,1,10,2162,"9,19",0,5,0,0,1,10,1,2,1,8050,0,,19,18,16,72,"0,553846154",0,"0,410081162","1,845365229",2829,667
Vladimir,Pantheon,Syndra,Skarner,Jarvan IV,Tristana,WC,Huni,Top,Red,2019-W,Clutch Gaming,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070365?gameHash=c7d59d179222dd71&tab=overview,PI-RR,2,0,"0,307560871",85,131,20,16,"9,713797522",1,"43740,419594907","0,372647711",18139,"464,903887228",1,"0,276644164","331,262537377",0,0,0,0,1,"24,296316667",0,"4,11615",1,0,"9,144633333",0,1,1,1,"12,672166667",1,1070365,"39,016666667",348,594,3594,5547,16425,"0,315418502",1,,3,"0,076890218",324,55,10,28,"0,025630073",1,65,115,1,0,0,3246,4953,0,1,4145,"9,19",0,6,0,1,1,2,5,10,10,17976,0,,1,1,13,7,"0,043478261",0,"0,333190944","0,179410508",4678,533
Vladimir,Pantheon,Syndra,Skarner,Jarvan IV,Elise,WC,Lira,Jungle,Red,2019-W,Clutch Gaming,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070365?gameHash=c7d59d179222dd71&tab=overview,PI-RR,1,0,"0,307560871",64,104,10,27,"5,074754378",0,"43740,419594907","0,166406443",8100,"207,603588210",0,"0,178056413","213,210422896",0,1,4,0,1,"24,296316667",0,"4,11615",0,1,"9,144633333",1,1,1,1,"12,672166667",1,1070365,"39,016666667",488,1636,3427,5825,12675,"0,352668213",1,,5,"0,128150363",32,166,10,93,0,1,54,77,1,0,1,2939,4189,0,1,3064,"9,19",0,7,0,1,1,2,5,10,10,13370,0,,17,17,22,50,"0,310559006",3,"0,563861598","1,281503631",3207,143
Vladimir,Pantheon,Syndra,Skarner,Jarvan IV,Orianna,WC,Damonte,Middle,Red,2019-W,Clutch Gaming,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070365?gameHash=c7d59d179222dd71&tab=overview,PI-RR,7,0,"0,307560871",102,165,11,19,"9,073045707",1,"43740,419594907","0,175897773",8562,"219,444681760",0,"0,212024880","253,885348142",0,0,0,0,1,"24,296316667",0,"4,11615",0,0,"9,144633333",0,1,1,1,"12,672166667",1,1070365,"39,016666667",173,504,3489,5551,14585,"0,064401982",1,,1,"0,025630073",311,43,11,29,"0,025630073",1,91,146,1,0,0,3316,5047,0,1,4825,"9,19",0,8,0,1,1,2,5,10,10,14957,0,,6,6,6,15,"0,093167702",0,"0,153780436","0,384451089",4738,-87
Vladimir,Pantheon,Syndra,Skarner,Jarvan IV,Sivir,WC,Cody Sun,ADC,Red,2019-W,Clutch Gaming,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070365?gameHash=c7d59d179222dd71&tab=overview,PI-RR,4,0,"0,307560871",76,116,-17,-29,"9,124305852",0,"43740,419594907","0,196482866",9564,"245,126014524",0,"0,226750971","271,518838103",0,0,0,0,1,"24,296316667",0,"4,11615",0,0,"9,144633333",0,1,1,1,"12,672166667",1,1070365,"39,016666667",-320,-23,3052,5000,14925,"0,041025641",1,,1,"0,025630073",320,36,12,20,0,1,93,145,1,0,0,3372,5023,0,1,3333,"9,19",0,9,0,1,1,2,5,10,10,15645,0,,12,10,16,18,"0,111801242",0,"0,410081162","0,461341307",3237,-96
Vladimir,Pantheon,Syndra,Skarner,Jarvan IV,Rakan,WC,Vulcan,Support,Red,2019-W,Clutch Gaming,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070365?gameHash=c7d59d179222dd71&tab=overview,PI-RR,8,0,"0,307560871",1,1,-15,-23,"0,281930799",0,"43740,419594907","0,088565207",4311,"110,491243059",0,"0,106523572","127,554720205",0,0,0,0,1,"24,296316667",0,"4,11615",0,0,"9,144633333",0,1,1,1,"12,672166667",1,1070365,"39,016666667",-130,208,1958,3207,9100,"0,182908546",1,,0,0,11,0,0,0,0,1,16,24,1,0,0,2088,2999,0,1,2829,"9,19",0,10,0,1,1,2,5,10,10,10028,0,,25,23,11,71,"0,440993789",0,"0,281930799","1,819735156",2162,-667
Qiyana,Rumble,Xayah,Irelia,Renekton,,WC,Team,Team,Blue,2019-W,Mammoth,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070365?gameHash=c7d59d179222dd71&tab=overview,PI-RR,2,0,"0,307560871",319,507,-9,-10,"32,985903460",10,"43740,419594907",,25757,"660,153780436",,,"890,870568133",0,0,1,1,0,"24,296316667",0,"4,11615",0,0,"9,144633333",1,0,0,0,"12,672166667",1,1070365,"39,016666667",-559,-2919,14961,22211,56400,"-0,182257675",0,"0,349206349",2,"0,051260145",1087,200,0,160,"0,256300726",1,328,517,5,1,4,15520,25130,1,10,18022,"9,19",,100,,0,1,10,1,2,1,60015,,"0,439393939",53,47,73,130,1,0,"1,870995301","3,331909440",18196,174
Vladimir,Pantheon,Syndra,Skarner,Jarvan IV,,WC,Team,Team,Red,2019-W,Clutch Gaming,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070365?gameHash=c7d59d179222dd71&tab=overview,PI-RR,22,0,"0,307560871",328,517,9,10,"33,267834259",2,"43740,419594907",,48676,"1247,569414780",,,"1197,431866724",0,1,4,0,1,"24,296316667",0,"4,11615",1,1,"9,144633333",1,1,1,1,"12,672166667",1,1070365,"39,016666667",559,2919,15520,25130,67710,"0,182257675",1,"0,405063291",10,"0,256300726",998,300,43,170,"0,051260145",1,319,507,1,0,1,14961,22211,0,1,18196,"9,19",,200,,1,1,2,5,10,10,71976,,"0,705882353",61,57,68,161,1,3,"1,742844938","4,126441692",18022,-174
Yuumi,Renekton,Syndra,Twisted Fate,Cassiopeia,Gnar,WC,Vizicsacsi,Top,Blue,2019-W,Splyce,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070378?gameHash=fc88518f3b9d4146,PI-RR,5,0,"0,597014925",92,137,21,23,"8,756218905",1,"43740,464166667","0,293004639",16105,"534,162520730",0,"0,238259443","292,969817579",0,0,0,0,1,"27,0246",0,"3,5247",1,0,"7,889733333",0,1,1,1,"14,868683333",1,1070378,"30,15",0,-19,3504,5187,10050,"-0,054022655",1,,3,"0,099502488",245,19,8,5,"0,033167496",0,71,114,0,0,0,3504,5206,0,0,4707,"9,19",0,1,0,1,1,5,4,13,11,12799,0,,10,9,8,19,"0,204301075",0,"0,265339967","0,630182421",4959,252
Yuumi,Renekton,Syndra,Twisted Fate,Cassiopeia,Jarvan IV,WC,Xerxe,Jungle,Blue,2019-W,Splyce,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070378?gameHash=fc88518f3b9d4146,PI-RR,8,0,"0,597014925",50,74,1,0,"3,847429519",1,"43740,464166667","0,114945875",6318,"209,552238806",0,"0,147762804","181,692868988",0,0,3,0,1,"27,0246",0,"3,5247",0,1,"7,889733333",2,1,1,1,"14,868683333",1,1070378,"30,15",514,737,3317,4836,8050,"0,044444444",1,,2,"0,066334992",15,101,0,69,"0,033167496",0,49,74,0,0,0,2803,4099,0,0,3050,"9,19",0,2,0,1,1,5,4,13,11,9444,0,,8,8,12,9,"0,096774194",1,"0,398009950","0,298507463",3018,-32
Yuumi,Renekton,Syndra,Twisted Fate,Cassiopeia,LeBlanc,WC,Humanoid,Middle,Blue,2019-W,Splyce,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070378?gameHash=fc88518f3b9d4146,PI-RR,3,0,"0,597014925",87,141,7,23,"8,789386401",1,"43740,464166667","0,276248522",15184,"503,615257048",0,"0,213470647","262,488888889",0,0,0,0,1,"27,0246",0,"3,5247",0,0,"7,889733333",0,1,1,1,"14,868683333",1,1070378,"30,15",386,734,3493,5289,10575,"0,308321965",1,,3,"0,099502488",241,24,16,8,0,0,80,118,0,0,0,3107,4555,0,0,4242,"9,19",0,3,0,1,1,5,4,13,11,11880,0,,3,3,6,13,"0,139784946",0,"0,199004975","0,431177446",5004,762
Yuumi,Renekton,Syndra,Twisted Fate,Cassiopeia,Xayah,WC,Kobbe,ADC,Blue,2019-W,Splyce,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070378?gameHash=fc88518f3b9d4146,PI-RR,3,0,"0,597014925",82,148,7,34,"10,016583748",2,"43740,464166667","0,238424452",13105,"434,660033167",1,"0,273001521","335,689552239",0,0,1,0,1,"27,0246",0,"3,5247",0,0,"7,889733333",1,1,1,1,"14,868683333",1,1070378,"30,15",109,1764,3142,6282,12270,"0,129746149",1,,4,"0,132669983",278,24,0,12,"0,066334992",0,75,114,0,0,0,3033,4518,0,0,3037,"9,19",0,4,0,1,1,5,4,13,11,14087,0,,4,4,8,10,"0,107526882",0,"0,265339967","0,331674959",3134,97
Yuumi,Renekton,Syndra,Twisted Fate,Cassiopeia,Rakan,WC,Norskeren,Support,Blue,2019-W,Splyce,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070378?gameHash=fc88518f3b9d4146,PI-RR,9,0,"0,597014925",0,3,-13,-19,"0,497512438",0,"43740,464166667","0,077376512",4253,"141,061359867",0,"0,127505584","156,784079602",0,0,0,0,1,"27,0246",0,"3,5247",0,0,"7,889733333",0,1,1,1,"14,868683333",1,1070378,"30,15",492,1376,2452,4264,7310,"0,072289157",1,,1,"0,033167496",15,0,0,0,"0,033167496",0,13,22,0,0,0,1960,2888,0,0,2689,"9,19",0,5,0,1,1,5,4,13,11,8693,0,,13,13,14,42,"0,451612903",0,"0,464344942","1,393034826",2735,46
Qiyana,Akali,Pantheon,Gragas,Nocturne,Gangplank,WC,Buggax,Top,Red,2019-W,Isurus Gaming,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070378?gameHash=fc88518f3b9d4146,PI-RR,1,0,"0,597014925",71,114,-21,-23,"8,291873964",3,"43740,464166667","0,438889818",21000,"696,517412935",0,"0,286362782","242,455721393",0,0,0,1,0,"27,0246",0,"3,5247",0,0,"7,889733333",0,0,0,0,"14,868683333",1,1070378,"30,15",0,19,3504,5206,10608,"0,054022655",0,,1,"0,033167496",234,16,0,9,"0,099502488",1,92,137,4,0,0,3504,5187,1,11,4959,"9,19",0,6,0,0,0,13,0,5,0,11276,0,,2,2,3,11,"0,104761905",0,"0,099502488","0,364842454",4707,-252
